Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
3.0,75,5.5,93.0,overcast,994.31,0,Winter,2.0,inland,Snowy
32.0,72,0.5,41.0,overcast,1011.26,3,Winter,7.0,coastal,Cloudy
27.0,67,0.5,2.0,clear,1010.91,8,Spring,6.5,mountain,Sunny
32.0,64,6.0,86.0,overcast,1007.86,0,Autumn,3.0,coastal,Rainy
26.0,59,10.0,26.0,overcast,1007.97,2,Autumn,7.0,inland,Cloudy
26.0,77,8.5,38.0,overcast,1000.78,2,Autumn,7.0,coastal,Cloudy
39.0,36,10.0,3.0,partly cloudy,1010.12,7,Spring,5.5,inland,Sunny
17.0,96,12.0,66.0,overcast,1008.91,0,Spring,3.5,mountain,Rainy
-9.0,61,1.5,86.0,overcast,1006.14,14,Autumn,17.0,inland,Rainy
19.0,81,11.5,99.0,overcast,1011.36,0,Summer,3.0,mountain,Rainy
32.0,88,15.0,85.0,overcast,1010.1,0,Summer,4.5,coastal,Rainy
27.0,76,12.5,16.0,partly cloudy,1000.36,2,Autumn,8.0,inland,Cloudy
20.0,80,14.0,81.0,overcast,1012.53,6,Spring,2.5,coastal,Cloudy
12.0,92,20.0,51.0,overcast,1010.65,3,Spring,2.0,mountain,Rainy
17.0,84,13.5,86.0,overcast,1005.84,3,Autumn,3.5,coastal,Rainy
23.0,78,19.5,80.0,overcast,992.2,1,Spring,4.5,inland,Rainy
3.0,86,2.5,68.0,overcast,980.4,0,Winter,1.5,mountain,Snowy
11.0,63,8.0,91.0,overcast,1008.25,0,Summer,1.5,mountain,Rainy
22.0,79,17.0,63.0,overcast,1006.15,0,Autumn,4.5,inland,Rainy
21.0,66,13.0,59.0,partly cloudy,1008.59,2,Winter,1.5,mountain,Rainy
18.0,80,17.5,74.0,overcast,995.52,3,Autumn,4.0,coastal,Rainy
38.0,88,19.5,85.0,partly cloudy,1009.03,0,Spring,4.5,inland,Cloudy
31.0,69,6.0,25.0,partly cloudy,998.99,7,Autumn,7.0,mountain,Sunny
30.0,64,0.5,17.0,overcast,1007.7,4,Winter,6.0,inland,Cloudy
-17.0,92,29.0,99.0,overcast,981.31,5,Winter,1.5,mountain,Snowy
31.0,71,3.0,36.0,overcast,1010.9,4,Winter,6.5,inland,Cloudy
-3.0,90,2.0,90.0,overcast,983.55,1,Winter,2.0,inland,Snowy
-9.0,72,6.0,85.0,overcast,987.13,1,Winter,2.5,mountain,Snowy
-9.0,80,17.5,92.0,overcast,985.98,1,Winter,3.5,inland,Snowy
-1.0,93,17.0,75.0,overcast,981.06,0,Winter,4.5,inland,Snowy
0.0,82,17.0,50.0,overcast,988.71,1,Winter,4.5,mountain,Snowy
0.0,63,18.0,54.0,overcast,986.52,0,Winter,4.0,inland,Snowy
-10.0,90,17.0,82.0,overcast,994.75,1,Winter,3.5,inland,Snowy
-6.0,76,9.5,78.0,overcast,982.59,1,Winter,3.5,mountain,Snowy
-2.0,72,19.0,81.0,partly cloudy,999.91,1,Winter,1.0,inland,Snowy
-3.0,90,2.0,51.0,overcast,991.41,0,Winter,3.0,mountain,Snowy
0.0,89,16.5,72.0,overcast,996.51,1,Winter,5.0,inland,Snowy
15.0,98,15.0,91.0,partly cloudy,1012.91,6,Spring,5.0,coastal,Cloudy
26.0,87,16.0,95.0,overcast,990.11,2,Summer,3.5,coastal,Rainy
33.0,79,6.5,13.0,partly cloudy,1003.69,2,Spring,8.5,coastal,Cloudy
26.0,96,8.5,78.0,overcast,1008.5,1,Autumn,4.0,coastal,Rainy
14.0,65,16.5,96.0,partly cloudy,1007.99,0,Autumn,1.0,mountain,Rainy
23.0,56,3.5,24.0,overcast,1000.82,2,Autumn,9.0,inland,Cloudy
4.0,63,0.5,89.0,partly cloudy,994.26,1,Winter,4.5,inland,Snowy
14.0,76,17.5,55.0,overcast,992.56,1,Autumn,3.0,mountain,Rainy
22.0,32,9.0,10.0,clear,1010.66,5,Autumn,6.5,inland,Sunny
30.0,78,14.0,34.0,overcast,1004.74,4,Spring,8.5,coastal,Cloudy
32.0,75,9.5,15.0,partly cloudy,1011.6,2,Spring,5.0,mountain,Cloudy
21.0,66,4.5,47.0,overcast,1002.76,3,Summer,7.0,coastal,Cloudy
28.0,78,4.5,49.0,partly cloudy,1003.87,2,Autumn,7.0,coastal,Cloudy
17.0,72,9.5,45.0,partly cloudy,1005.29,4,Summer,8.0,mountain,Cloudy
10.0,80,17.0,69.0,overcast,1012.7,3,Summer,1.5,coastal,Rainy
15.0,85,31.0,100.0,partly cloudy,1007.99,2,Autumn,1.0,inland,Rainy
29.0,90,18.5,57.0,overcast,1004.04,2,Winter,3.5,coastal,Rainy
25.0,80,16.5,89.0,partly cloudy,1004.05,2,Spring,3.0,inland,Rainy
2.0,91,2.5,71.0,overcast,985.01,4,Winter,1.0,mountain,Snowy
-4.0,79,16.0,69.0,overcast,989.65,0,Winter,4.5,mountain,Snowy
52.0,77,21.5,94.0,partly cloudy,1009.17,0,Autumn,9.0,mountain,Cloudy
33.0,70,11.5,93.0,partly cloudy,1009.8,1,Autumn,2.0,coastal,Rainy
31.0,67,19.5,86.0,overcast,1005.02,1,Summer,4.0,coastal,Rainy
33.0,62,6.5,88.0,partly cloudy,1002.53,3,Spring,4.5,inland,Rainy
-10.0,95,4.0,62.0,overcast,984.07,0,Winter,1.5,inland,Snowy
11.0,44,2.5,65.0,overcast,966.42,6,Spring,4.0,coastal,Cloudy
19.0,77,5.0,59.0,overcast,995.38,2,Summer,3.0,inland,Rainy
1.0,95,9.5,75.0,overcast,988.27,1,Winter,5.0,inland,Snowy
10.0,62,12.5,91.0,overcast,1001.13,2,Autumn,0.5,inland,Cloudy
14.0,63,11.5,75.0,overcast,990.24,3,Spring,1.5,mountain,Rainy
6.0,82,28.0,91.0,overcast,990.96,13,Winter,0.5,inland,Snowy
20.0,50,0.0,12.0,overcast,1012.52,1,Winter,7.0,coastal,Cloudy
-4.0,79,14.5,83.0,partly cloudy,985.67,1,Winter,2.0,inland,Snowy
25.0,54,7.0,47.0,partly cloudy,1011.13,3,Spring,7.0,inland,Cloudy
-9.0,79,10.0,85.0,overcast,997.3,1,Winter,3.5,mountain,Snowy
30.0,56,12.0,33.0,overcast,1001.35,2,Summer,9.0,coastal,Cloudy
13.0,90,17.0,77.0,overcast,995.15,2,Summer,4.5,mountain,Rainy
27.0,99,8.0,89.0,overcast,990.99,1,Spring,2.5,mountain,Rainy
13.0,75,9.5,40.0,overcast,1005.39,2,Autumn,8.0,inland,Cloudy
16.0,75,1.5,19.0,partly cloudy,1007.12,2,Summer,5.5,inland,Cloudy
17.0,88,14.5,73.0,overcast,997.35,3,Autumn,2.5,mountain,Rainy
24.0,79,9.5,79.0,partly cloudy,1000.98,3,Spring,4.5,mountain,Rainy
2.0,72,11.5,52.0,overcast,991.57,0,Winter,2.0,inland,Snowy
-8.0,86,17.5,87.0,overcast,997.36,1,Winter,3.5,inland,Snowy
22.0,78,16.5,74.0,overcast,990.53,3,Summer,4.0,mountain,Rainy
32.0,53,8.0,20.0,overcast,1001.82,4,Spring,7.0,coastal,Cloudy
-4.0,89,18.0,87.0,partly cloudy,987.18,1,Winter,3.0,mountain,Snowy
16.0,90,13.0,81.0,overcast,1000.72,2,Autumn,2.0,coastal,Rainy
32.0,66,13.0,21.0,partly cloudy,1006.06,3,Summer,7.0,inland,Cloudy
32.0,77,12.0,18.0,partly cloudy,1009.94,1,Summer,8.5,inland,Cloudy
-7.0,66,8.0,59.0,overcast,987.86,1,Winter,4.0,mountain,Snowy
23.0,70,14.0,32.0,overcast,1010.31,4,Spring,5.5,mountain,Cloudy
-9.0,32,5.0,21.0,partly cloudy,966.64,11,Spring,16.5,coastal,Snowy
-2.0,90,8.5,59.0,overcast,999.51,1,Winter,4.0,inland,Snowy
15.0,85,28.0,92.0,partly cloudy,1003.57,9,Summer,0.5,coastal,Cloudy
31.0,69,7.5,56.0,overcast,1003.59,2,Autumn,1.0,inland,Rainy
0.0,84,5.5,62.0,overcast,991.3,1,Winter,4.5,mountain,Snowy
30.0,57,14.5,18.0,overcast,1006.24,3,Winter,8.0,coastal,Cloudy
-4.0,95,7.5,90.0,partly cloudy,987.38,1,Winter,2.5,mountain,Snowy
16.0,71,13.5,21.0,partly cloudy,1001.26,1,Autumn,6.0,inland,Cloudy
14.0,59,10.5,36.0,partly cloudy,1007.53,1,Autumn,8.5,coastal,Cloudy
49.0,58,10.5,39.0,cloudy,979.57,1,Spring,10.5,coastal,Snowy
12.0,73,13.5,17.0,overcast,1005.01,3,Winter,5.5,inland,Cloudy
-3.0,76,11.5,72.0,overcast,986.06,0,Winter,3.5,mountain,Snowy
43.0,20,1.0,3.0,clear,1011.04,5,Autumn,6.0,mountain,Sunny
34.0,72,0.5,24.0,partly cloudy,1007.94,1,Winter,5.5,coastal,Cloudy
-1.0,84,9.5,50.0,overcast,995.49,1,Winter,1.5,mountain,Snowy
10.0,53,6.0,43.0,partly cloudy,1005.75,4,Summer,5.5,mountain,Cloudy
33.0,71,4.5,47.0,partly cloudy,1007.86,1,Summer,5.0,coastal,Cloudy
21.0,66,8.0,52.0,overcast,1003.77,0,Summer,2.0,inland,Rainy
11.0,85,5.5,59.0,partly cloudy,1007.74,0,Winter,3.0,inland,Rainy
16.0,97,6.0,80.0,partly cloudy,990.38,1,Summer,2.0,mountain,Rainy
11.0,63,13.0,81.0,overcast,1009.12,3,Spring,3.5,mountain,Rainy
25.0,76,5.0,63.0,partly cloudy,1004.27,1,Winter,4.0,mountain,Rainy
-9.0,95,17.5,55.0,overcast,987.04,0,Winter,4.5,mountain,Snowy
-7.0,76,7.5,68.0,overcast,981.83,1,Winter,3.5,inland,Snowy
19.0,72,11.0,25.0,overcast,1009.68,4,Spring,7.5,mountain,Cloudy
-2.0,96,6.0,66.0,overcast,984.93,0,Winter,1.5,inland,Snowy
15.0,93,16.5,85.0,overcast,990.46,0,Winter,2.0,mountain,Rainy
19.0,67,12.5,98.0,partly cloudy,994.55,1,Autumn,3.0,coastal,Rainy
-9.0,70,18.0,63.0,overcast,983.59,0,Winter,1.5,inland,Snowy
-1.0,88,17.5,99.0,overcast,984.4,0,Winter,3.0,mountain,Snowy
16.0,71,9.0,68.0,overcast,1001.96,1,Winter,1.0,coastal,Rainy
28.0,51,9.0,3.0,clear,1012.02,5,Summer,5.5,coastal,Sunny
-7.0,87,11.5,68.0,partly cloudy,983.25,1,Winter,2.5,inland,Snowy
18.0,70,4.0,93.0,cloudy,969.49,11,Winter,10.0,inland,Rainy
46.0,92,5.5,93.0,partly cloudy,1011.82,14,Winter,5.0,coastal,Sunny
25.0,69,4.0,21.0,partly cloudy,1011.26,1,Autumn,5.0,coastal,Cloudy
31.0,94,36.5,80.0,partly cloudy,997.61,0,Spring,2.0,coastal,Rainy
18.0,81,14.0,95.0,partly cloudy,997.34,0,Summer,4.0,mountain,Rainy
2.0,81,18.0,89.0,overcast,980.43,1,Winter,4.5,mountain,Snowy
4.0,66,12.0,81.0,overcast,990.95,1,Winter,3.5,mountain,Snowy
24.0,46,1.5,8.0,clear,1011.28,7,Spring,5.5,coastal,Sunny
21.0,65,10.0,32.0,partly cloudy,1010.16,2,Summer,7.0,inland,Cloudy
-5.0,80,12.5,71.0,overcast,981.15,0,Winter,3.5,mountain,Snowy
-2.0,78,2.5,79.0,overcast,989.41,1,Winter,4.5,inland,Snowy
18.0,90,15.0,73.0,overcast,998.94,0,Autumn,2.0,coastal,Rainy
20.0,23,9.5,58.0,partly cloudy,997.17,0,Winter,3.0,coastal,Snowy
-12.0,70,31.5,99.0,partly cloudy,994.49,10,Winter,3.0,inland,Snowy
18.0,66,14.0,10.0,partly cloudy,1000.04,1,Autumn,8.0,coastal,Cloudy
-2.0,83,12.0,86.0,overcast,984.98,1,Winter,1.0,inland,Snowy
36.0,76,3.5,85.0,overcast,1007.65,6,Spring,1.5,coastal,Cloudy
-2.0,100,26.0,87.0,overcast,999.28,7,Winter,0.5,mountain,Snowy
12.0,67,6.0,29.0,partly cloudy,1006.24,2,Summer,6.0,coastal,Cloudy
-7.0,92,9.0,61.0,overcast,995.24,1,Winter,2.0,inland,Snowy
26.0,67,16.5,98.0,overcast,996.93,1,Summer,1.5,inland,Rainy
34.0,72,5.5,78.0,overcast,990.74,1,Autumn,3.5,inland,Rainy
-4.0,82,32.0,76.0,overcast,986.93,10,Winter,4.5,inland,Snowy
31.0,72,13.5,42.0,partly cloudy,1012.26,2,Spring,8.0,mountain,Cloudy
-8.0,97,16.0,69.0,overcast,986.16,1,Winter,4.0,mountain,Snowy
22.0,51,1.5,35.0,overcast,1005.28,3,Winter,8.5,mountain,Cloudy
1.0,79,2.5,83.0,overcast,999.67,1,Winter,2.5,inland,Snowy
13.0,93,18.0,94.0,overcast,995.06,1,Winter,2.5,coastal,Rainy
-4.0,80,12.5,78.0,overcast,987.0,1,Winter,4.5,inland,Snowy
17.0,92,30.0,98.0,partly cloudy,1012.81,13,Autumn,1.5,mountain,Rainy
16.0,52,4.0,29.0,overcast,1009.5,4,Autumn,6.0,inland,Cloudy
20.0,44,9.0,3.0,partly cloudy,1010.29,9,Autumn,5.5,mountain,Sunny
-9.0,84,12.0,76.0,overcast,981.36,0,Winter,4.5,inland,Snowy
12.0,79,4.0,16.0,overcast,1005.44,2,Autumn,5.0,coastal,Cloudy
21.0,83,12.5,50.0,overcast,991.17,2,Summer,4.5,mountain,Rainy
-18.0,48,14.5,96.0,partly cloudy,965.3,9,Summer,13.5,mountain,Cloudy
-3.0,88,19.5,53.0,overcast,995.84,1,Winter,4.0,mountain,Snowy
16.0,57,1.5,27.0,overcast,1009.43,4,Spring,7.0,mountain,Cloudy
1.0,99,2.0,84.0,overcast,991.07,0,Winter,4.5,mountain,Snowy
29.0,97,16.0,65.0,partly cloudy,996.29,3,Summer,4.0,inland,Rainy
4.0,62,2.0,90.0,overcast,999.56,0,Winter,3.5,inland,Snowy
11.0,79,8.0,49.0,overcast,1007.51,4,Spring,7.5,inland,Cloudy
13.0,59,5.0,24.0,overcast,1007.69,1,Summer,7.5,inland,Cloudy
16.0,70,15.0,59.0,overcast,996.48,0,Spring,4.0,coastal,Rainy
29.0,86,5.5,94.0,partly cloudy,1012.01,4,Summer,3.5,mountain,Cloudy
24.0,72,5.5,38.0,partly cloudy,1009.38,1,Spring,9.0,inland,Cloudy
-1.0,94,13.0,74.0,overcast,981.13,0,Winter,4.0,inland,Snowy
12.0,77,5.0,28.0,partly cloudy,1009.8,4,Spring,9.0,inland,Cloudy
26.0,87,16.0,62.0,overcast,1009.56,3,Autumn,2.5,inland,Rainy
-4.0,98,0.5,54.0,overcast,985.51,0,Winter,3.0,mountain,Snowy
-9.0,83,3.0,89.0,overcast,983.82,1,Winter,3.5,mountain,Snowy
26.0,83,10.5,72.0,overcast,1004.7,1,Summer,8.0,coastal,Cloudy
12.0,68,9.0,31.0,partly cloudy,1009.37,1,Summer,6.0,inland,Cloudy
-7.0,98,17.5,60.0,overcast,981.02,1,Winter,3.0,inland,Snowy
-10.0,90,12.0,60.0,partly cloudy,982.49,1,Winter,5.0,inland,Snowy
12.0,51,13.0,10.0,overcast,1005.57,4,Autumn,6.5,inland,Cloudy
-2.0,87,3.5,90.0,overcast,997.87,0,Winter,2.5,mountain,Snowy
-1.0,95,13.0,79.0,overcast,987.82,0,Winter,1.5,mountain,Snowy
24.0,77,6.0,77.0,overcast,1007.29,2,Summer,3.0,coastal,Rainy
26.0,83,7.5,87.0,overcast,999.08,1,Summer,2.5,mountain,Rainy
21.0,72,10.5,20.0,partly cloudy,1012.04,3,Autumn,6.5,inland,Cloudy
31.0,76,10.0,55.0,overcast,1004.39,2,Autumn,5.0,coastal,Rainy
30.0,77,15.0,93.0,overcast,1005.72,0,Autumn,3.0,coastal,Rainy
23.0,61,10.0,72.0,partly cloudy,999.82,3,Winter,4.5,mountain,Rainy
41.0,27,13.0,57.0,overcast,960.63,5,Autumn,16.0,mountain,Rainy
-1.0,68,8.5,96.0,overcast,998.35,0,Winter,3.0,inland,Snowy
-9.0,72,6.0,66.0,overcast,993.68,1,Winter,4.0,mountain,Snowy
25.0,70,14.0,48.0,overcast,1009.35,4,Winter,5.5,inland,Cloudy
13.0,61,5.0,10.0,overcast,1012.69,3,Summer,5.5,mountain,Cloudy
4.0,90,7.0,57.0,overcast,999.67,0,Winter,3.0,inland,Snowy
15.0,59,11.0,24.0,partly cloudy,1006.94,1,Autumn,8.0,mountain,Cloudy
36.0,85,15.0,88.0,overcast,1002.75,8,Autumn,1.0,coastal,Rainy
23.0,65,9.5,15.0,overcast,1006.38,3,Spring,6.0,mountain,Cloudy
12.0,72,5.5,73.0,overcast,991.08,3,Spring,2.0,inland,Rainy
17.0,66,9.5,28.0,partly cloudy,1006.33,4,Summer,6.5,coastal,Cloudy
-4.0,65,18.5,96.0,overcast,991.44,0,Winter,2.0,mountain,Snowy
21.0,81,13.5,91.0,overcast,993.17,1,Autumn,2.5,mountain,Rainy
2.0,80,12.5,93.0,overcast,987.85,1,Winter,1.5,inland,Snowy
-5.0,79,17.0,82.0,overcast,989.79,1,Winter,4.5,inland,Snowy
10.0,76,11.0,63.0,overcast,996.96,3,Autumn,2.0,inland,Rainy
24.0,78,17.5,75.0,overcast,1004.19,14,Spring,6.0,coastal,Cloudy
22.0,57,7.5,11.0,overcast,1004.21,4,Winter,8.0,mountain,Cloudy
1.0,68,20.0,91.0,overcast,992.24,0,Winter,4.5,inland,Snowy
22.0,72,7.0,47.0,overcast,1007.96,3,Winter,6.0,mountain,Cloudy
29.0,78,20.0,84.0,partly cloudy,1005.19,14,Spring,5.5,inland,Cloudy
2.0,73,18.5,87.0,overcast,995.25,1,Winter,1.0,mountain,Snowy
32.0,56,11.0,23.0,partly cloudy,1000.65,4,Spring,6.5,coastal,Cloudy
13.0,67,14.0,74.0,overcast,990.36,0,Summer,2.5,mountain,Rainy
-9.0,80,8.0,89.0,partly cloudy,984.2,1,Winter,2.5,mountain,Snowy
26.0,91,19.5,90.0,overcast,1010.6,2,Autumn,4.0,mountain,Rainy
0.0,67,5.5,92.0,partly cloudy,984.81,0,Winter,2.0,mountain,Snowy
29.0,74,15.5,50.0,overcast,997.11,0,Autumn,4.0,coastal,Rainy
-5.0,79,9.5,72.0,overcast,990.42,1,Winter,2.5,mountain,Snowy
-7.0,70,4.5,79.0,overcast,998.55,1,Winter,2.5,mountain,Snowy
28.0,92,18.0,98.0,overcast,1004.7,0,Winter,4.5,inland,Rainy
-8.0,73,19.5,72.0,overcast,990.32,1,Winter,3.0,mountain,Snowy
15.0,53,4.5,13.0,partly cloudy,1008.33,2,Autumn,9.0,coastal,Cloudy
20.0,82,11.0,99.0,partly cloudy,999.98,2,Autumn,5.0,mountain,Rainy
-4.0,81,14.5,99.0,overcast,992.63,0,Winter,3.5,inland,Snowy
4.0,97,3.0,66.0,overcast,988.96,1,Winter,3.0,mountain,Snowy
25.0,55,9.0,46.0,partly cloudy,1001.9,4,Autumn,8.0,coastal,Cloudy
19.0,76,5.0,13.0,partly cloudy,1004.78,3,Autumn,8.5,coastal,Cloudy
16.0,64,8.5,66.0,partly cloudy,1004.06,2,Winter,1.5,coastal,Rainy
25.0,60,1.0,39.0,overcast,1009.34,3,Winter,7.0,mountain,Cloudy
-4.0,84,19.5,71.0,partly cloudy,981.38,8,Winter,0.5,inland,Snowy
19.0,74,9.0,75.0,overcast,1004.9,2,Spring,1.5,coastal,Rainy
21.0,100,16.0,94.0,partly cloudy,1012.87,11,Spring,7.0,inland,Cloudy
23.0,77,12.0,75.0,partly cloudy,1010.93,9,Summer,0.5,mountain,Rainy
-8.0,76,5.5,61.0,overcast,990.26,1,Winter,2.0,inland,Snowy
27.0,70,19.0,60.0,overcast,993.41,2,Winter,2.0,inland,Rainy
0.0,87,13.5,81.0,overcast,993.35,5,Winter,2.5,inland,Snowy
27.0,63,17.0,67.0,partly cloudy,994.22,3,Spring,3.0,coastal,Rainy
19.0,80,24.5,70.0,partly cloudy,1006.31,11,Spring,4.0,inland,Cloudy
4.0,95,12.5,91.0,overcast,993.44,7,Winter,4.0,mountain,Snowy
15.0,68,11.5,74.0,partly cloudy,1010.35,3,Spring,4.0,coastal,Rainy
-2.0,75,6.5,73.0,overcast,986.95,0,Winter,1.5,inland,Snowy
12.0,89,17.5,75.0,overcast,997.65,2,Autumn,2.0,inland,Rainy
27.0,95,16.0,99.0,partly cloudy,1004.57,1,Spring,3.0,mountain,Rainy
17.0,25,4.0,12.0,cloudy,975.85,5,Autumn,12.5,mountain,Sunny
11.0,65,8.0,82.0,overcast,994.61,0,Winter,4.0,mountain,Rainy
4.0,81,9.0,72.0,partly cloudy,995.05,0,Winter,2.5,inland,Snowy
51.0,92,38.5,81.0,overcast,990.11,5,Autumn,2.0,mountain,Rainy
54.0,71,19.5,70.0,overcast,1000.68,6,Autumn,5.5,inland,Rainy
16.0,85,8.0,54.0,overcast,1005.34,2,Summer,4.5,inland,Rainy
-10.0,92,4.0,73.0,overcast,980.32,1,Winter,3.0,mountain,Snowy
-4.0,70,0.5,54.0,overcast,991.22,0,Winter,2.5,mountain,Snowy
-7.0,80,9.0,61.0,partly cloudy,995.92,0,Winter,2.5,mountain,Snowy
30.0,48,7.0,18.0,clear,1010.23,9,Summer,10.0,coastal,Sunny
-7.0,74,5.5,78.0,overcast,988.53,0,Winter,3.5,mountain,Snowy
6.0,45,14.5,64.0,partly cloudy,981.59,4,Summer,11.5,mountain,Cloudy
13.0,53,7.0,16.0,overcast,1001.23,3,Spring,8.5,inland,Cloudy
-1.0,61,13.0,69.0,overcast,980.53,1,Winter,2.0,mountain,Snowy
-5.0,77,6.0,63.0,overcast,985.51,0,Winter,4.5,inland,Snowy
-10.0,87,15.5,63.0,partly cloudy,985.52,1,Winter,2.5,mountain,Snowy
13.0,69,8.0,85.0,overcast,994.41,1,Spring,5.0,mountain,Rainy
26.0,97,15.5,70.0,overcast,992.5,0,Spring,1.5,inland,Rainy
23.0,73,0.5,44.0,overcast,1005.87,2,Summer,7.0,mountain,Cloudy
-5.0,72,10.5,79.0,overcast,989.11,6,Winter,1.5,mountain,Snowy
-6.0,67,14.5,95.0,overcast,996.05,0,Winter,4.0,inland,Snowy
-2.0,90,5.5,62.0,overcast,985.96,1,Winter,1.5,mountain,Snowy
0.0,78,11.0,58.0,overcast,987.61,0,Winter,4.5,mountain,Snowy
1.0,83,17.5,86.0,overcast,984.97,1,Winter,1.0,mountain,Snowy
-9.0,88,8.5,92.0,partly cloudy,984.16,0,Winter,3.5,mountain,Snowy
-10.0,94,14.5,88.0,partly cloudy,989.37,1,Winter,1.0,mountain,Snowy
50.0,73,10.5,72.0,partly cloudy,1003.74,10,Summer,9.5,coastal,Cloudy
-5.0,73,14.0,72.0,overcast,981.77,1,Winter,4.0,mountain,Snowy
25.0,53,10.5,39.0,overcast,1008.15,3,Spring,8.5,mountain,Cloudy
40.0,75,31.5,80.0,overcast,1012.76,0,Spring,1.0,mountain,Rainy
-10.0,74,10.5,86.0,overcast,991.2,1,Winter,3.0,mountain,Snowy
23.0,87,6.0,78.0,partly cloudy,1002.02,2,Winter,1.5,coastal,Rainy
33.0,59,14.0,20.0,partly cloudy,1008.57,3,Spring,7.5,inland,Cloudy
0.0,97,16.0,99.0,partly cloudy,995.62,1,Winter,1.5,inland,Snowy
-6.0,89,12.5,78.0,overcast,989.36,0,Winter,3.5,mountain,Snowy
27.0,74,18.5,90.0,partly cloudy,999.15,3,Autumn,1.5,coastal,Rainy
0.0,60,14.0,98.0,overcast,988.07,1,Winter,1.5,mountain,Snowy
16.0,52,8.5,24.0,partly cloudy,1006.67,3,Winter,7.0,coastal,Cloudy
-3.0,96,3.5,93.0,overcast,999.23,0,Winter,4.5,inland,Snowy
17.0,77,7.0,59.0,overcast,997.83,2,Summer,1.5,coastal,Rainy
-1.0,79,8.5,61.0,partly cloudy,998.19,0,Winter,2.5,inland,Snowy
2.0,91,0.5,90.0,overcast,987.3,1,Winter,4.0,mountain,Snowy
0.0,95,1.5,96.0,overcast,987.35,1,Winter,3.5,inland,Snowy
2.0,83,16.0,68.0,overcast,991.77,0,Winter,3.0,mountain,Snowy
16.0,66,0.5,37.0,partly cloudy,1011.34,2,Spring,8.0,coastal,Cloudy
33.0,74,20.0,89.0,overcast,1000.99,2,Summer,4.0,coastal,Rainy
30.0,56,1.0,10.0,partly cloudy,1001.91,3,Winter,7.0,inland,Cloudy
15.0,85,9.5,81.0,overcast,996.57,2,Spring,1.5,coastal,Rainy
38.0,86,45.0,72.0,partly cloudy,1007.42,1,Winter,2.0,coastal,Rainy
23.0,64,15.5,98.0,partly cloudy,1003.88,0,Spring,2.5,coastal,Rainy
-6.0,73,3.5,83.0,overcast,988.5,1,Winter,5.0,inland,Snowy
0.0,88,30.0,80.0,overcast,992.67,12,Winter,1.0,mountain,Snowy
13.0,92,11.5,94.0,overcast,996.68,3,Summer,3.5,inland,Rainy
34.0,76,6.5,82.0,overcast,1002.77,0,Winter,4.0,coastal,Rainy
35.0,26,3.0,15.0,partly cloudy,1010.07,5,Autumn,6.0,inland,Sunny
24.0,88,44.5,76.0,partly cloudy,1005.61,1,Spring,1.5,coastal,Rainy
25.0,68,4.0,24.0,overcast,1006.03,2,Spring,7.5,inland,Cloudy
26.0,79,6.5,75.0,partly cloudy,1012.03,5,Summer,5.0,inland,Cloudy
23.0,93,20.0,98.0,partly cloudy,995.18,3,Spring,4.5,coastal,Rainy
27.0,83,10.5,72.0,overcast,1004.11,1,Spring,4.0,mountain,Rainy
3.0,80,5.5,95.0,overcast,994.15,0,Winter,3.0,inland,Snowy
-6.0,79,0.5,68.0,overcast,989.59,0,Winter,3.0,mountain,Snowy
19.0,53,8.0,16.0,overcast,1011.29,4,Winter,8.0,coastal,Cloudy
15.0,89,8.5,80.0,partly cloudy,1010.68,6,Autumn,5.5,inland,Cloudy
28.0,84,15.0,85.0,partly cloudy,1010.67,1,Spring,5.0,mountain,Rainy
2.0,49,11.5,90.0,partly cloudy,995.09,11,Summer,19.5,inland,Rainy
20.0,79,13.5,60.0,overcast,1001.78,1,Autumn,3.5,coastal,Rainy
-2.0,84,3.5,83.0,overcast,984.98,0,Winter,2.0,inland,Snowy
13.0,79,6.0,13.0,overcast,1000.6,3,Spring,7.5,mountain,Cloudy
-6.0,91,22.0,93.0,overcast,991.4,13,Winter,2.0,mountain,Snowy
32.0,67,5.5,29.0,partly cloudy,1002.38,4,Autumn,8.0,inland,Cloudy
22.0,61,8.5,13.0,partly cloudy,1009.6,2,Spring,6.5,inland,Cloudy
0.0,65,15.0,63.0,partly cloudy,989.96,1,Winter,2.0,inland,Snowy
26.0,54,15.0,32.0,overcast,1003.62,4,Autumn,5.0,inland,Cloudy
14.0,68,16.0,59.0,partly cloudy,1004.21,0,Spring,3.5,coastal,Rainy
-1.0,85,8.0,70.0,partly cloudy,989.37,1,Winter,1.0,mountain,Snowy
47.0,87,43.0,78.0,partly cloudy,994.53,9,Autumn,3.0,coastal,Rainy
-8.0,81,7.0,72.0,overcast,998.15,0,Winter,1.0,inland,Snowy
-10.0,80,17.0,84.0,overcast,980.93,1,Winter,2.5,mountain,Snowy
0.0,94,7.5,63.0,overcast,981.13,0,Winter,2.0,inland,Snowy
15.0,59,2.5,30.0,overcast,1011.33,2,Summer,8.0,inland,Cloudy
27.0,71,9.0,16.0,partly cloudy,1005.21,2,Spring,7.5,mountain,Cloudy
29.0,62,2.0,38.0,overcast,1001.68,3,Spring,9.0,mountain,Cloudy
34.0,73,2.0,41.0,overcast,1005.56,4,Spring,9.0,coastal,Cloudy
28.0,79,13.0,21.0,overcast,1008.35,4,Spring,6.0,mountain,Cloudy
